,"School Name","Full Address","Street Address",City,State,"Zip Code",Country,"School Type",Website,Description,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
253,"Decatur Adventist Junior Academy","2584 Young Rd, Stone Mountain, GA, 30088-4204, USA","2584 Young Rd","Stone Mountain",GA,30088-4204,USA,PK-08,https://www.adventisteducation.org/schools/ANTMDF,"Decatur Adventist Junior Academy is a STEAMS School which encompasses Science, Technology, Engineering, Arts, and Math with emphasis on building a spiritual relationship with God.",33.730848,-84.18155,1,rooftop,2584,"Young Rd",,,"Stone Mountain",GA,"Dekalb County",30088,US,Dekalb
254,"Decatur Early Learning Center","2584 Young Rd, Stone Mountain, GA, 30088-4204, USA","2584 Young Rd","Stone Mountain",GA,30088-4204,USA,ECP,https://www.adventisteducation.org/schools/ANTMTU,[],33.730848,-84.18155,1,rooftop,2584,"Young Rd",,,"Stone Mountain",GA,"Dekalb County",30088,US,Dekalb
255,"Douglasville Adventist School","2836 Bright Star Rd, Douglasville, GA, 30134-1425, USA","2836 Bright Star Rd",Douglasville,GA,30134-1425,USA,PK-08,https://www.adventisteducation.org/schools/ANTF69,"Douglasville Adventist School, a Seventh-day Adventist Christian school, exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve.",33.728586,-84.776352,1,rooftop,2836,"Bright Star Rd",,,Douglasville,GA,"Douglas County",30134,US,Douglas
256,"Duluth Adventist Christian School","2959 Duluth Highway 120 # 120, Duluth, GA, 30096-3701, USA","2959 Duluth Highway 120 # 120",Duluth,GA,30096-3701,USA,PK-08,https://www.adventisteducation.org/schools/ANTF72,"DACS is a God-centered institution, SACS accredited Seventh-day Adventist pre-kindergarten to eighth grade school located in Duluth, GA.",33.988109,-84.133152,0.9,rooftop,2959,"Duluth Hwy",,,Duluth,GA,"Gwinnett County",30096,US,Gwinnett
257,"Ebenezer SDA School","1699 Olive Rd, Augusta, GA, 30904-4984, USA","1699 Olive Rd",Augusta,GA,30904-4984,USA,PK-08,https://www.adventisteducation.org/schools/ANTM44,[],33.45319,-82.007522,1,rooftop,1699,"Olive Rd",,,Augusta,GA,"Richmond County",30904,US,"Richmond County"
258,"Emanuel Junior Academy","1534 E Broad Ave, Albany, GA, 31705-2259, USA","1534 E Broad Ave",Albany,GA,31705-2259,USA,PK-08,https://www.adventisteducation.org/schools/ANTMAL,[],31.575491,-84.114179,1,rooftop,1534,"E Broad Ave",,,Albany,GA,"Dougherty County",31705,US,Dooly
259,"Georgia-Cumberland Academy","397 Academy Dr SW, Calhoun, GA, 30701-7407, USA","397 Academy Dr SW",Calhoun,GA,30701-7407,USA,9-12,https://www.adventisteducation.org/schools/ANTF21,"Georgia-Cumberland Academy teaches students to know Jesus as a friend, to love God and those around us, and to serve our church and community.",34.463011,-85.019762,0.9,range_interpolation,397,"Academy Dr SW",,,Calhoun,GA,"Gordon County",30701,US,"TIGER/Line® dataset from the US Census Bureau"
260,"Greater Atlanta Adventist Academy","401 Hamilton E Holmes Dr NW, Atlanta, GA, 30318-7303, USA","401 Hamilton E Holmes Dr NW",Atlanta,GA,30318-7303,USA,9-12,https://www.adventisteducation.org/schools/ANTM2G,"Greater Atlanta Adventist Academy is a college preparatory high school that challenges students to GREATER EXPECTATIONS and ACHIEVEMENTS in their spiritual, academic, and social endeavors,",33.766338,-84.469765,1,rooftop,401,"Hamilton E Holmes Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"Indemnification Fulton County"
261,"John L. Coble Elementary School","450 Academy Dr SW, Calhoun, GA, 30701-7406, USA","450 Academy Dr SW",Calhoun,GA,30701-7406,USA,PK-08,https://www.adventisteducation.org/schools/ANTF13,"We are learning, loving, and living for Jesus at John L. Coble Elementary School, an elementary school serving children in grades Pre-K to 8.",34.463661,-85.020581,1,range_interpolation,450,"Academy Dr SW",,,Calhoun,GA,"Gordon County",30701,US,"TIGER/Line® dataset from the US Census Bureau"
262,"Josephine Edwards Christian School","12472 Highway 515 N, Ellijay, GA, 30536-2575, USA","12472 Highway 515 N",Ellijay,GA,30536-2575,USA,PK-08,https://www.adventisteducation.org/schools/ANTF78,[],34.711224,-84.45365,1,rooftop,12472,"N Hwy 515",,,Ellijay,GA,"Gilmer County",30536,US,"Gilmer County"
263,"Learning Tree Elementary School","300 S Tibbs Rd, Dalton, GA, 30720-8040, USA","300 S Tibbs Rd",Dalton,GA,30720-8040,USA,PK-08,https://www.adventisteducation.org/schools/ANTF60,"Above all, it is our desire that each student develops a personal relationship with Jesus Christ through studying His word and His works of creation.",34.767128,-84.994012,1,rooftop,300,"S Tibbs Rd",,,Dalton,GA,"Whitfield County",30720,US,Whitfield
264,"Lithonia Adventist Academy","3533 Ragsdale Rd, Lithonia, GA, 30038-3421, USA","3533 Ragsdale Rd",Lithonia,GA,30038-3421,USA,PK-08,https://www.adventisteducation.org/schools/ANTM64,[],33.678571,-84.134432,1,rooftop,3533,"Ragsdale Rd",,,Lithonia,GA,"Dekalb County",30038,US,Dekalb
265,"Mt. Olive Learning Center","3366 Mount Olive Rd, East Point, GA, 30344-5614, USA","3366 Mount Olive Rd","East Point",GA,30344-5614,USA,ECP,https://www.adventisteducation.org/schools/ANTM23,[],33.664517,-84.477357,1,rooftop,3366,"Mt Olive Rd",,,Atlanta,GA,"Fulton County",30344,US,"Indemnification Fulton County"
266,"New Bethel Christian Academy","2423 Woodruff Farm Rd, Columbus, GA, 31907-6855, USA","2423 Woodruff Farm Rd",Columbus,GA,31907-6855,USA,PK-08,https://www.adventisteducation.org/schools/ANTM36,[],32.483876,-84.898051,1,rooftop,2423,"Woodruff Farm Rd",,,Columbus,GA,"Muscogee County",31907,US,"Muscogee County"
267,"Northeast Georgia Christian Academy","367 Church St, Cleveland, GA, 30528-1030, USA","367 Church St",Cleveland,GA,30528-1030,USA,PK-08,https://www.adventisteducation.org/schools/ANTF3C,[],34.600501,-83.757479,1,rooftop,367,"Church St",,,Cleveland,GA,"White County",30528,US,"White County"
268,"Oglethorpe SDA School","84 Buck Creek Bypass, Oglethorpe, GA, 31068, USA","84 Buck Creek Bypass",Oglethorpe,GA,31068,USA,PK-08,https://www.adventisteducation.org/schools/ANTFD9,[],32.297416,-84.055651,0.9,rooftop,84,"Buckcreek Byp",,,Oglethorpe,GA,"Macon County",31068,US,Macon
269,"Ramah Junior Academy","3400 Florance St, Savannah, GA, 31405-1883, USA","3400 Florance St",Savannah,GA,31405-1883,USA,PK-08,https://www.adventisteducation.org/schools/ANTM76,"Ramah Junior Academy provides a Christ-centered learning environment that promotes academic excellence, while preparing its students for citizenship in this world and the world to come.",32.049654,-81.11222,1,range_interpolation,3400,"Florance St",,,Savannah,GA,"Chatham County",31405,US,"TIGER/Line® dataset from the US Census Bureau"
270,"Savannah Adventist Christian Preschool","50 Godley Way, Pooler, GA, 31322-4020, USA","50 Godley Way",Pooler,GA,31322-4020,USA,ECP,https://www.adventisteducation.org/schools/ANTF2T,[],32.153104,-81.2446,0.8,rooftop,50,"Godley Way",,,"Port Wentworth",GA,"Chatham County",31407,US,"City of Savannah"
271,"Savannah Adventist Christian School","50 Godley Way, Pooler, GA, 31322-4020, USA","50 Godley Way",Pooler,GA,31322-4020,USA,PK-10,https://www.adventisteducation.org/schools/ANTFG7,"Savannah Adventist Christian School, located in Pooler, Georgia, provides preschool to high school education to children and youth throughout greater Savannah.",32.153104,-81.2446,0.8,rooftop,50,"Godley Way",,,"Port Wentworth",GA,"Chatham County",31407,US,"City of Savannah"
272,"Shoal Creek Adventist School","171 Gordon Rd, Newnan, GA, 30263-5238, USA","171 Gordon Rd",Newnan,GA,30263-5238,USA,PK-08,https://www.adventisteducation.org/schools/ANTFE7,[],33.3259,-84.771858,1,rooftop,171,"Gordon Rd",,,Newnan,GA,"Coweta County",30263,US,Coweta
273,"Valdosta Christian Academy","2285 E Park Ave, Valdosta, GA, 31602-4424, USA","2285 E Park Ave",Valdosta,GA,31602-4424,USA,PK-08,https://www.adventisteducation.org/schools/ANTFA3,"Open to students in grades K-8, Valdosta Christian Academy was founded on Christian principles to prepare young people for service to God and man.",30.872281,-83.241006,1,rooftop,2285,"E Park Ave",,,Valdosta,GA,"Lowndes County",31602,US,Lowndes
274,"Wimbish Adventist School","640 Wimbish Rd, Macon, GA, 31210-4316, USA","640 Wimbish Rd",Macon,GA,31210-4316,USA,PK-08,https://www.adventisteducation.org/schools/ANTFB3,[],32.87862,-83.686278,1,range_interpolation,640,"Wimbish Rd",,,Macon,GA,"Bibb County",31210,US,"TIGER/Line® dataset from the US Census Bureau"
275,"Adventist Malama Elementary School","86-072 Farrington Hwy, Waianae, HI, 96792-3042, USA","86-072 Farrington Hwy",Waianae,HI,96792-3042,USA,K-08,https://www.adventisteducation.org/schools/ANPBAD,"Providing quality Christian education since 1998 in the Waianae community. With low student per teacher ratio, your keiki will grow physically, mentally, socially, and best of all, spiritually!",21.437962,-158.185259,1,rooftop,86-72,"Farrington Hwy",,,Waianae,HI,"Honolulu County",96792,US,"City And County of Honolulu"
276,"Hawaiian Mission Academy","1438 Pensacola St, Honolulu, HI, 96822-5829, USA","1438 Pensacola St",Honolulu,HI,96822-5829,USA,9-12,https://www.adventisteducation.org/schools/ANPB26,"Hawaiian Mission Academy is a 9-12 boarding academy, providing an education in a Christ-centered environment.",21.305694,-157.843867,1,rooftop,1438,"Pensacola St",,,Honolulu,HI,"Honolulu County",96822,US,"City of Honolulu"
277,"Hawaiian Mission Academy Ka Lama Iki","1415 Makiki St, Honolulu, HI, 96814-1347, USA","1415 Makiki St",Honolulu,HI,96814-1347,USA,K-08,https://www.adventisteducation.org/schools/ANPB15,"Hawaiian Mission Academy Ka Lama Iki is a Seventh-day Adventist Christian school serving students in Kindergarten to 8th grade. Ka Lama Iki encourages all learners to be independent thinkers and lifelong learners.",21.301297,-157.836693,1,rooftop,1415,"Makiki St",,,Honolulu,HI,"Honolulu County",96814,US,"City of Honolulu"
278,"Hawaiian Mission Academy Maui","261 S Puunene Ave, Kahului, HI, 96732-2426, USA","261 S Puunene Ave",Kahului,HI,96732-2426,USA,K-08,https://www.adventisteducation.org/schools/ANPB40,"Hawaiian Mission Academy Maui, a Seventh-day Adventist Christian school, is dedicated to inspire each student into a personal relationship with God, developing skills for academic excellence, and learning how to be of service.",20.884673,-156.463631,1,rooftop,261,"S Puunene Ave",,,Kahului,HI,"Maui County",96732,US,Maui
279,"Hawaiian Mission Academy Windward Campus","160 Mookua St, Kailua, HI, 96734-2340, USA","160 Mookua St",Kailua,HI,96734-2340,USA,K-08,https://www.adventisteducation.org/schools/ANPB55,"Hawaiian Mission Academy Windward Campus is a Kindergarten through eighth-grade elementary school providing students a place to journey to their highest potential.",21.402374,-157.741365,1,rooftop,160,"Mookua St",,,Kailua,HI,"Honolulu County",96734,US,"City of Honolulu"
280,"Kahili Adventist Preschool","PO Box 1147, Kapaa, HI, 96746-1147, USA","PO Box 1147",Kapaa,HI,96746-1147,USA,ECP,https://www.adventisteducation.org/schools/ANPBAP,[],22.074197,-159.406197,0.5,place,1147,"PO Box",,,Kapaa,HI,"Kauai County",96746,US,"TIGER/Line® dataset from the US Census Bureau"
281,"Kahili Adventist School","4-1132 Kuhio Hwy, Kapaa, HI, 96746-1628, USA","4-1132 Kuhio Hwy",Kapaa,HI,96746-1628,USA,K-08,https://www.adventisteducation.org/schools/ANPB20,"Kahili Adventist School is dedicated to leading students into a personal relationship with Jesus Christ by teaching them that a rewarding life is based upon unselfish service to others and achievement of their highest academic potential.",22.069789,-159.319123,1,rooftop,4-1132,"Kuhio Hwy",,,Kapaa,HI,"Kauai County",96746,US,"Kauai County"
282,"Kohala Adventist School","55-3361 Akoni Pule Highway, Hawi, HI, 96719, USA","55-3361 Akoni Pule Highway",Hawi,HI,96719,USA,K-08,https://www.adventisteducation.org/schools/ANPB25,"KOA School, a Seventh-day Adventist Christian School, strives to guide learners to live a life of faith in God and to use their knowledge and gifts to serve God and their community.",20.238693,-155.836267,0.9,nearest_rooftop_match,55,"Akoni Pule Hwy",,,Hawi,HI,"Hawaii County",96719,US,"TIGER/Line® dataset from the US Census Bureau"
283,"Kona Adventist Christian School","82-1013 Kinue Rd, Captain Cook, HI, 96704-8286, USA","82-1013 Kinue Rd","Captain Cook",HI,96704-8286,USA,PK-08,https://www.adventisteducation.org/schools/ANPB30,"Kona Adventist Christian School offers a well-rounded Christian education that supports family values and recognizes each student's need for individualized attention.",19.489789,-155.908824,0.9,nearest_rooftop_match,82,"Kinue Rd",,,"Captain Cook",HI,"Hawaii County",96704,US,"TIGER/Line® dataset from the US Census Bureau"
284,"Maui Adventist Pre-Elementary School","261 S Puunene Ave, Kahului, HI, 96732-2426, USA","261 S Puunene Ave",Kahului,HI,96732-2426,USA,ECP,https://www.adventisteducation.org/schools/ANPBMP,[],20.884673,-156.463631,1,rooftop,261,"S Puunene Ave",,,Kahului,HI,"Maui County",96732,US,Maui
285,"Mauna Loa Preschool","172 Kapiolani St, Hilo, HI, 96720-2646, USA","172 Kapiolani St",Hilo,HI,96720-2646,USA,ECP,https://www.adventisteducation.org/schools/ANPBMA,[],19.719711,-155.088692,1,rooftop,172,"Kapiolani St",,,Hilo,HI,"Hawaii County",96720,US,Hawaii
286,"Mauna Loa School","172 Kapiolani St, Hilo, HI, 96720-2646, USA","172 Kapiolani St",Hilo,HI,96720-2646,USA,K-08,https://www.adventisteducation.org/schools/ANPB45,[],19.719711,-155.088692,1,rooftop,172,"Kapiolani St",,,Hilo,HI,"Hawaii County",96720,US,Hawaii
287,"Beacon Christian School","615 Stewart Ave, Lewiston, ID, 83501-4620, USA","615 Stewart Ave",Lewiston,ID,83501-4620,USA,PK-08,https://www.adventisteducation.org/schools/ANII13,[],46.39187,-117.00017,1,rooftop,615,"Stewart Ave",,,Lewiston,ID,"Nez Perce County",83501,US,"Statewide ID"
288,"Boise Valley Adventist School","925 N Cloverdale Rd, Boise, ID, 83713-8919, USA","925 N Cloverdale Rd",Boise,ID,83713-8919,USA,PK-08,https://www.adventisteducation.org/schools/ANI820,"Boise Valley Adventist School (BVAS) is a Seventh-day Adventist Christian school whose mission is to reflect Christ's character, to achieve the highest intellectual potential, to serve others, and to embrace healthful living.",43.61413,-116.334952,1,rooftop,925,"N Cloverdale Rd",,,Boise,ID,"Ada County",83713,US,Ada
289,"Boise Valley Adventist School Preschool","925 N Cloverdale Rd, Boise, ID, 83713-8919, USA","925 N Cloverdale Rd",Boise,ID,83713-8919,USA,ECP,https://www.adventisteducation.org/schools/ANI828,[],43.61413,-116.334952,1,rooftop,925,"N Cloverdale Rd",,,Boise,ID,"Ada County",83713,US,Ada
290,"Caldwell Adventist Elementary School","2317 Wisconsin Ave, Caldwell, ID, 83605-5537, USA","2317 Wisconsin Ave",Caldwell,ID,83605-5537,USA,PK-08,https://www.adventisteducation.org/schools/ANI825,"Caldwell Adventist Elementary School offers a higher standard of education that rests on the four principles of faith, learning, citizenship, and life.",43.648734,-116.676257,1,rooftop,2317,"Wisconsin Ave",,,Caldwell,ID,"Canyon County",83605,US,Canyon
291,"Cornerstone Christian School","513357 Highway 95, Bonners Ferry, ID, 83805-5864, USA","513357 Highway 95","Bonners Ferry",ID,83805-5864,USA,PK-08,https://www.adventisteducation.org/schools/ANII15,[],48.774019,-116.295051,1,rooftop,513357,"Highway 95",,,"Bonners Ferry",ID,"Boundary County",83805,US,Boundary
292,"Desert View Christian School","2425 American Legion Blvd, Mountain Home, ID, 83647-3146, USA","2425 American Legion Blvd","Mountain Home",ID,83647-3146,USA,PK-08,https://www.adventisteducation.org/schools/ANI8DE,[],43.1338,-115.670099,1,range_interpolation,2425,"American Legion Blvd",,,"Mountain Home",ID,"Elmore County",83647,US,"TIGER/Line® dataset from the US Census Bureau"
293,"Eagle Adventist Christian Center","538 W State St, Eagle, ID, 83616-4906, USA","538 W State St",Eagle,ID,83616-4906,USA,ECP,https://www.adventisteducation.org/schools/ANI824,[],43.695738,-116.361053,1,rooftop,538,"W State St",,,Eagle,ID,"Ada County",83616,US,Ada
294,"Eagle Adventist Christian School","538 W State St, Eagle, ID, 83616-4906, USA","538 W State St",Eagle,ID,83616-4906,USA,PK-08,https://www.adventisteducation.org/schools/ANI830,"Eagle Adventist Christian School provides a Christ-centered atmosphere where students can develop a personal relationship with Jesus and grow academically and socially.",43.695738,-116.361053,1,rooftop,538,"W State St",,,Eagle,ID,"Ada County",83616,US,Ada
295,"Gem State Adventist Academy","16115 S Montana Ave, Caldwell, ID, 83607-8365, USA","16115 S Montana Ave",Caldwell,ID,83607-8365,USA,9-12,https://www.adventisteducation.org/schools/ANI826,[],43.606221,-116.684306,1,rooftop,16115,"S Montana Ave",,,Caldwell,ID,"Canyon County",83607,US,"Statewide ID"
296,"Hilltop Adventist School","131 Grandview Dr, Twin Falls, ID, 83301-5460, USA","131 Grandview Dr","Twin Falls",ID,83301-5460,USA,PK-08,https://www.adventisteducation.org/schools/ANI8HS,"Hilltop Seventh-day Adventist School educates its students for today, tomorrow and eternity through keeping Christ as the center of all the curriculum.",42.56347,-114.498368,1,rooftop,131,"Grandview Dr",,,"Twin Falls",ID,"Twin Falls County",83301,US,"City of Twin Falls"
297,"Lake City Academy","125 E Locust Ave, Coeur D Alene, ID, 83814-3424, USA","125 E Locust Ave","Coeur D Alene",ID,83814-3424,USA,PK-08,https://www.adventisteducation.org/schools/ANII54,[],47.694463,-116.784138,1,rooftop,125,"E Locust Ave",,,"Coeur D Alene",ID,"Kootenai County",83814,US,Kootenai
298,"Lake City Academy Preschool","125 E Locust Ave, Coeur D Alene, ID, 83814-3424, USA","125 E Locust Ave","Coeur D Alene",ID,83814-3424,USA,ECP,https://www.adventisteducation.org/schools/ANII28,[],47.694463,-116.784138,1,rooftop,125,"E Locust Ave",,,"Coeur D Alene",ID,"Kootenai County",83814,US,Kootenai
299,"Orofino Adventist Christian School","46420 US-12, Orofino, ID, 83544, USA","46420 US-12",Orofino,ID,83544,USA,PK-08,https://www.adventisteducation.org/schools/ANII69,[],46.456083,-116.221203,1,rooftop,46420,"Highway 12",,,Orofino,ID,"Clearwater County",83544,US,"Statewide ID"
300,"Palouse Hills Christian School","3148 Tomer Rd, Moscow, ID, 83843-8024, USA","3148 Tomer Rd",Moscow,ID,83843-8024,USA,PK-08,https://www.adventisteducation.org/schools/ANII75,"Palouse Hills Christian School, a Seventh-day Adventitst School, exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve.",46.719496,-116.9629,1,rooftop,3148,"Tomer Rd",,,Moscow,ID,"Latah County",83843,US,Latah
301,"Pend Oreille Valley Adventist School","33820 Highway 41, Oldtown, ID, 83822-9228, USA","33820 Highway 41",Oldtown,ID,83822-9228,USA,PK-08,https://www.adventisteducation.org/schools/ANII78,[],48.115854,-117.025853,1,rooftop,33820,"Highway 41",,,Oldtown,ID,"Bonner County",83822,US,"Statewide ID"
302,"Salmon SDA School","515 Upper Fairmont St, Salmon, ID, 83467-3336, USA","515 Upper Fairmont St",Salmon,ID,83467-3336,USA,PK-08,https://www.adventisteducation.org/schools/ANI865,[],45.183861,-113.905575,0.9,nearest_rooftop_match,512,"Upper Fairmont St",,,Salmon,ID,"Lemhi County",83467,US,"Statewide ID"
303,"Sandpoint Junior Academy","2255 Pine St, Sandpoint, ID, 83864-9327, USA","2255 Pine St",Sandpoint,ID,83864-9327,USA,PK-08,https://www.adventisteducation.org/schools/ANII84,"Sandpoint Junior Academy exists to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve.",48.272684,-116.579465,1,rooftop,2255,"Pine St",,,Sandpoint,ID,"Bonner County",83864,US,Bonner
