,School Name,Full Address,Street Address,City,State,Zip Code,Country,School Type,Website,Description
352,Emmanuel Adventist School,"702 N Cherry St, Hammond, LA, 70401-2609, USA",702 N Cherry St,Hammond,LA,70401-2609,USA,PK-08,https://www.adventisteducation.org/schools/ANWB40,[]
353,Greater New Orleans Christian Academy,"5220 Irving St, Metairie, LA, 70006-1911, USA",5220 Irving St,Metairie,LA,70006-1911,USA,PK-10,https://www.adventisteducation.org/schools/ANW440,"Greater New Orleans Christian Academy exists to meet the educational needs of the area youth with an educational product of the highest quality within a safe, loving, diverse, Christ-centered environment."
354,Jones Creek Adventist Academy,"4363 Jones Creek Rd, Baton Rouge, LA, 70817-1518, USA",4363 Jones Creek Rd,Baton Rouge,LA,70817-1518,USA,PK-08,https://www.adventisteducation.org/schools/ANW445,"Jones Creek Adventist Academy, is committed and dedicated to developing academic excellence, inspiring services to others, and educating each student for eternity."
355,Jones Creek Adventist Preschool,"4363 Jones Creek Rd, Baton Rouge, LA, 70817-1518, USA",4363 Jones Creek Rd,Baton Rouge,LA,70817-1518,USA,ECP,https://www.adventisteducation.org/schools/ANW42D,[]
356,MLK Christian Academy,"4295 Prescott Ct, Baton Rouge, LA, 70805-4526, USA",4295 Prescott Ct,Baton Rouge,LA,70805-4526,USA,PK-08,https://www.adventisteducation.org/schools/ANWBMK,[]
357,"MLK, Jr Christian Academy Preschool","4295 Prescott Ct, Baton Rouge, LA, 70805-4526, USA",4295 Prescott Ct,Baton Rouge,LA,70805-4526,USA,ECP,https://www.adventisteducation.org/schools/ANWB28,[]
358,New Orleans Adventist Academy,"4500 Gawain Dr, New Orleans, LA, 70127-4053, USA",4500 Gawain Dr,New Orleans,LA,70127-4053,USA,PK-08,https://www.adventisteducation.org/schools/ANWBN2,"The purpose of the New Orleans Adventist Academy is to create a learning environment that provides opportunities for students to accept Christ as their Savior, to allow the Holy Spirit to transform their lives, and to motivate and encourage students for Christian service."
359,Shreveport Adventist Christian School,"7023 Greenwood Rd, Shreveport, LA, 71119-8318, USA",7023 Greenwood Rd,Shreveport,LA,71119-8318,USA,PK-08,https://www.adventisteducation.org/schools/ANW4CO,"Shreveport Adventist Christian School, a Seventh-day Adventist Christian School, is dedicated in providing each student a Christ-centered education through nurturing there growth spiritually, academically, physically and socially."
360,Forestdale Christian School,"27 Perkins Valley Rd, Bryant Pond, ME, 04219-6806, USA",27 Perkins Valley Rd,Bryant Pond,ME,04219-6806,USA,PK-08,https://www.adventisteducation.org/schools/AN4I55,[]
361,North Star Christian School,"42 Orion Way, Hermon, ME, 04401-0913, USA",42 Orion Way,Hermon,ME,04401-0913,USA,PK-08,https://www.adventisteducation.org/schools/AN4I15,"North Star Christian School exists to educate students in academic excellence and to be safe, serving, Jesus-centered members of our community and the world."
362,Pine Tree Academy,"67 Pownal Rd, Freeport, ME, 04032-5711, USA",67 Pownal Rd,Freeport,ME,04032-5711,USA,PK-12,https://www.adventisteducation.org/schools/AN4I31,"Pine Tree Academy provides a Bible-based education that encourages academic excellence, spiritual depth, moral integrity, leadership, physical fitness, civic responsibility, and loyalty to God."
363,Riverview Memorial School,"201 Mercer Rd, Norridgewock, ME, 04957-4002, USA",201 Mercer Rd,Norridgewock,ME,04957-4002,USA,PK-08,https://www.adventisteducation.org/schools/AN4I80,[]
364,Webb River Seventh-day Adventist School,"58 Pine St, Dixfield, ME, 04224-8700, USA",58 Pine St,Dixfield,ME,04224-8700,USA,PK-10,https://www.adventisteducation.org/schools/AN4I40,"Webb River Seventh-day School exists to show Jesus, nurture students love for Him and others, teach them to think, and empower them to serve."
365,Atholton Adventist Academy,"6520 Martin Rd, Columbia, MD, 21044-4054, USA",6520 Martin Rd,Columbia,MD,21044-4054,USA,PK-10,https://www.adventisteducation.org/schools/ANB815,[]
366,Baltimore Junior Academy,"3006 W Cold Spring Ln, Baltimore, MD, 21215-6606, USA",3006 W Cold Spring Ln,Baltimore,MD,21215-6606,USA,PK-08,https://www.adventisteducation.org/schools/ANB415,"Baltimore Junior Academy, a Seventh-day Adventist Christian school, is dedicated to nurturing the entire scholar and developing a closer more personal relationship with God. Always achieving, ever excelling. We are BJA!"
367,Baltimore-White Marsh Adventist School,"7427 Rossville Blvd, Baltimore, MD, 21237-3713, USA",7427 Rossville Blvd,Baltimore,MD,21237-3713,USA,PK-08,https://www.adventisteducation.org/schools/ANB8BA,[]
368,Beltsville Adventist School,"4230 Ammendale Rd, Beltsville, MD, 20705-1103, USA",4230 Ammendale Rd,Beltsville,MD,20705-1103,USA,PK-08,https://www.adventisteducation.org/schools/ANBM15,"Beltsville Adventist School fosters academic, physical, and spiritual development within a healthy, safe, and caring community."
369,Frederick Adventist Academy,"6437 Jefferson Pike, Frederick, MD, 21703-7039, USA",6437 Jefferson Pike,Frederick,MD,21703-7039,USA,PK-08,https://www.adventisteducation.org/schools/ANB840,[]
370,Frederick Adventist Preschool,"6437 Jefferson Pike, Frederick, MD, 21703-7039, USA",6437 Jefferson Pike,Frederick,MD,21703-7039,USA,ECP,https://www.adventisteducation.org/schools/ANB82G,[]
371,Friendship Adventist Child Dev. Center,"901 Andover Rd, Linthicum Heights, MD, 21090-3041, USA",901 Andover Rd,Linthicum Heights,MD,21090-3041,USA,ECP,https://www.adventisteducation.org/schools/ANB8FC,[]
372,Friendship Adventist School,"901 Andover Rd, Linthicum Heights, MD, 21090-3041, USA",901 Andover Rd,Linthicum Heights,MD,21090-3041,USA,PK-08,https://www.adventisteducation.org/schools/ANB8FR,[]
373,G.E. Peters Preschool,"6303 Riggs Rd, Hyattsville, MD, 20783-3052, USA",6303 Riggs Rd,Hyattsville,MD,20783-3052,USA,ECP,https://www.adventisteducation.org/schools/ANB42K,[]
374,George E. Peters Adventist School,"6303 Riggs Rd, Hyattsville, MD, 20783-3052, USA",6303 Riggs Rd,Hyattsville,MD,20783-3052,USA,PK-08,https://www.adventisteducation.org/schools/ANB445,"George E. Peters Adventist School is committed to training students to emulate the character of the Master Teacher, Jesus Christ, by developing them spiritually, mentally, physically, and socially for this world and the world to come."
375,Great Kids Development Center,"8300 Carroll Ave, Takoma Park, MD, 20912-7344, USA",8300 Carroll Ave,Takoma Park,MD,20912-7344,USA,ECP,https://www.adventisteducation.org/schools/ANBMS1,[]
376,Highland View Academy,"10100 Academy Dr, Hagerstown, MD, 21740-1800, USA",10100 Academy Dr,Hagerstown,MD,21740-1800,USA,9-12,https://www.adventisteducation.org/schools/ANB821,[]
377,Mount Aetna Adventist School,"10207 Crystal Falls Dr, Hagerstown, MD, 21740-1875, USA",10207 Crystal Falls Dr,Hagerstown,MD,21740-1875,USA,PK-08,https://www.adventisteducation.org/schools/ANB860,[]
378,Mt. Aetna Adventist Preschool,"10207 Crystal Falls Dr, Hagerstown, MD, 21740-1875, USA",10207 Crystal Falls Dr,Hagerstown,MD,21740-1875,USA,ECP,https://www.adventisteducation.org/schools/ANB82I,[]
379,Olney Adventist Preparatory School,"4100 Olney Laytonsville Rd, Olney, MD, 20832-1804, USA",4100 Olney Laytonsville Rd,Olney,MD,20832-1804,USA,PK-08,https://www.adventisteducation.org/schools/ANBMOL,[]
380,Spencerville Adventist Academy,"2502 Spencerville Rd, Spencerville, MD, 20868-9700, USA",2502 Spencerville Rd,Spencerville,MD,20868-9700,USA,PK-12,https://www.adventisteducation.org/schools/ANB875,Spencerville Adventist Academy continues to be of service to the greater Washington D.C. metropolitan area by providing college prep education for grades Pre-K through 12th.
381,Takoma Academy,"8120 Carroll Ave, Takoma Park, MD, 20912-7348, USA",8120 Carroll Ave,Takoma Park,MD,20912-7348,USA,9-12,https://www.adventisteducation.org/schools/ANBM3L,[]
382,Takoma Academy Preparatory School,"8300 Carroll Ave, Takoma Park, MD, 20912-7344, USA",8300 Carroll Ave,Takoma Park,MD,20912-7344,USA,PK-08,https://www.adventisteducation.org/schools/ANBM22,"Takoma Academy Preparatory School (TA Prep) believes in educating the ""whole child."" To us, education doesn’t stop at the classroom. From the day they walk through our doors, TA Prep scholars become a part of a community. We offer a Christ-centered education that instills compassion, integrity, and accountability."
383,Washington Adventist University,"7600 Flower Ave, Takoma Park, MD, 20912-7744, USA",7600 Flower Ave,Takoma Park,MD,20912-7744,USA,University,https://www.adventisteducation.org/schools/ANB11M,[]
384,Bayberry Christian Adventist School,"2736 Falmouth Rd, Osterville, MA, 02655-1216, USA",2736 Falmouth Rd,Osterville,MA,02655-1216,USA,PK-08,https://www.adventisteducation.org/schools/AN4M40,[]
385,Bayberry SDA Preschool,"2736 Falmouth Rd, Osterville, MA, 02655-1216, USA",2736 Falmouth Rd,Osterville,MA,02655-1216,USA,ECP,https://www.adventisteducation.org/schools/AN4M2Z,[]
386,Berea SDA Academy,"800 Morton St, Mattapan, MA, 02126-1849, USA",800 Morton St,Mattapan,MA,02126-1849,USA,PK-10,https://www.adventisteducation.org/schools/AN4F15,"NAA Boston is dedicated to the development of the intellectual, physical, spiritual and social needs of each student."
387,Brockton SDA Area Academy,"243 Court St, Brockton, MA, 02302-4610, USA",243 Court St,Brockton,MA,02302-4610,USA,PK-08,https://www.adventisteducation.org/schools/AN4FBY,"NAA Brockton is a bilingual family existing to show children Jesus, nurture their love for Him and others, teach them to think, and empower them to serve."
388,Cedar Brook Adventist School,"24 Ralsie Rd, Rehoboth, MA, 02769, USA",24 Ralsie Rd,Rehoboth,MA,02769,USA,PK-08,https://www.adventisteducation.org/schools/AN4M45,"Cedar Brook School is committed to the holistic development of students through spiritual nurture, academic excellence and the enhancement of social and physical abilities."
389,Cedar Brook SDA Preschool,"24 Ralsie Rd, Rehoboth, MA, 02769-2614, USA",24 Ralsie Rd,Rehoboth,MA,02769-2614,USA,ECP,https://www.adventisteducation.org/schools/AN4M2H,[]
390,Greater Boston Academy,"108 Pond St, Stoneham, MA, 02180-2824, USA",108 Pond St,Stoneham,MA,02180-2824,USA,PK-08,https://www.adventisteducation.org/schools/AN4M1V,"Greater Boston Academy, a Seventh-day Adventist Christian school, educates students to achieve high standards in social, intellectual, physical, and spiritual skills with the purpose of serving God and humanity."
391,Greater Boston Academy Preschool,"108 Pond St, Stoneham, MA, 02180-2824, USA",108 Pond St,Stoneham,MA,02180-2824,USA,ECP,https://www.adventisteducation.org/schools/AN4M2J,[]
392,Northeastern Adventist EC Acad. Boston,"800 Morton St, Mattapan, MA, 02126-1849, USA",800 Morton St,Mattapan,MA,02126-1849,USA,ECP,https://www.adventisteducation.org/schools/AN4F2V,[]
393,Northeastern Adventist EC Acad. Brockton,"243 Court St, Brockton, MA, 02302-4610, USA",243 Court St,Brockton,MA,02302-4610,USA,ECP,https://www.adventisteducation.org/schools/AN4F2T,[]
394,Northeastern Adventist EC Acad. Springf.,"797 State St, Springfield, MA, 01109-4111, USA",797 State St,Springfield,MA,01109-4111,USA,ECP,https://www.adventisteducation.org/schools/AN4F2R,[]
395,Shining Stars,"198 George Hill Road, South Lancaster, MA, 01561, USA",198 George Hill Road,South Lancaster,MA,01561,USA,ECP,https://www.adventisteducation.org/schools/AN4M2I,[]
396,South Lancaster Academy,"198 George Hill Road, South Lancaster, MA, 01561, USA",198 George Hill Road,South Lancaster,MA,01561,USA,PK-12,https://www.adventisteducation.org/schools/AN4M2L,"South Lancaster Academy is about helping our students find and follow Jesus, grow in that relationship and offer the best possible education we can provide. We have to stay cutting edge in every one of those aspects."
397,Springfield SDA Junior Academy,"797 State St, Springfield, MA, 01109-4111, USA",797 State St,Springfield,MA,01109-4111,USA,PK-10,https://www.adventisteducation.org/schools/AN4FSS,"NAA Springfield provided quality, Christ-centered education that empowers our students to attain academic excellence and be effective citizens in their communities, preparing them for now and eternity."
398,Wachusett Hills Christian School,"100 Colony Rd, Westminster, MA, 01473-1050, USA",100 Colony Rd,Westminster,MA,01473-1050,USA,PK-08,https://www.adventisteducation.org/schools/AN4M25,[]
399,Warren Adventist Elementary School,"1570 Southbridge Rd, West Brookfield, MA, 01585-6006, USA",1570 Southbridge Rd,West Brookfield,MA,01585-6006,USA,PK-08,https://www.adventisteducation.org/schools/AN4M80,Warren SDA Elementary School is a private country school providing quality Christian education for grades 1 - 8.
400,Worcester Seventh-day Adventist School,"2 Airport Dr, Worcester, MA, 01602-2434, USA",2 Airport Dr,Worcester,MA,01602-2434,USA,PK-08,https://www.adventisteducation.org/schools/AN4M90,[]
401,A.S.P.I.R.E. Academy,"5801 W Michigan Ave, Lansing, MI, 48917-2476, USA",5801 W Michigan Ave,Lansing,MI,48917-2476,USA,PK-12,https://www.adventisteducation.org/schools/ANFF2E,[]
402,Adelphian Junior Academy,"740 Academy Rd, Holly, MI, 48442-1544, USA",740 Academy Rd,Holly,MI,48442-1544,USA,PK-10,https://www.adventisteducation.org/schools/ANFF12,[]
403,Alpena Berean Christian School,"4029 US Highway 23 S, Alpena, MI, 49707-5135, USA",4029 US Highway 23 S,Alpena,MI,49707-5135,USA,PK-08,https://www.adventisteducation.org/schools/ANFF18,[]
404,Andrews Academy,"8833 Garland Ave, Berrien Springs, MI, 49104-8300, USA",8833 Garland Ave,Berrien Springs,MI,49104-8300,USA,9-12,https://www.adventisteducation.org/schools/ANFFAO,[]
405,Andrews University,"8975 US 31, Berrien Springs, MI, 49104-0001, USA",8975 US 31,Berrien Springs,MI,49104-0001,USA,University,https://www.adventisteducation.org/schools/A1112A,[]
406,Ann Arbor Elementary School,"2796 Packard St, Ann Arbor, MI, 48108-3257, USA",2796 Packard St,Ann Arbor,MI,48108-3257,USA,PK-08,https://www.adventisteducation.org/schools/ANFF22,[]
407,Battle Creek Academy,"480 Parkway Dr, Battle Creek, MI, 49037-2134, USA",480 Parkway Dr,Battle Creek,MI,49037-2134,USA,PK-12,https://www.adventisteducation.org/schools/ANFF1G,[]
408,Bluff View Christian School,"507 E Cinnebar St, Bessemer, MI, 49911-1104, USA",507 E Cinnebar St,Bessemer,MI,49911-1104,USA,PK-08,https://www.adventisteducation.org/schools/ANFFBL,[]
409,Cedar Lake Elementary School,"7195 Academy Rd, Cedar Lake, MI, 48812, USA",7195 Academy Rd,Cedar Lake,MI,48812,USA,PK-08,https://www.adventisteducation.org/schools/ANFF33,[]
410,Charlotte Adventist Christian School,"1510 S Cochran Rd, Charlotte, MI, 48813-9124, USA",1510 S Cochran Rd,Charlotte,MI,48813-9124,USA,PK-08,https://www.adventisteducation.org/schools/ANFF36,[]
411,Eau Claire Elementary School,"6562 Naomi Rd, Eau Claire, MI, 49111-9674, USA",6562 Naomi Rd,Eau Claire,MI,49111-9674,USA,PK-08,https://www.adventisteducation.org/schools/ANFF39,[]
412,Edenville SDA Elementary School,"342 W Curtis Dr, Edenville, MI, 48620-9802, USA",342 W Curtis Dr,Edenville,MI,48620-9802,USA,PK-08,https://www.adventisteducation.org/schools/ANFF42,"At Edenville SDA School students are led to Jesus and guided into practical love and service, resulting in present and eternal success."
413,First Flint Elementary School,"G4285 Beecher Rd, Flint, MI, 48532-2711, USA",G4285 Beecher Rd,Flint,MI,48532-2711,USA,PK-08,https://www.adventisteducation.org/schools/ANFF51,[]
414,Flint Fairhaven Elementary School,"G-1379 W Louis Ave, Flint, MI, 48505, USA",G-1379 W Louis Ave,Flint,MI,48505,USA,PK-08,https://www.adventisteducation.org/schools/ANFB30,[]
415,Gobles Junior Academy,"32110 6th Ave, Gobles, MI, 49055-9078, USA",32110 6th Ave,Gobles,MI,49055-9078,USA,PK-10,https://www.adventisteducation.org/schools/ANFF66,Gobles Junior Academy is a fully accredited K-10 school with a mission of preparing students to live their lives with an eternal perspective.
416,Grand Rapids Adventist Academy,"1151 Oakleigh Rd NW, Grand Rapids, MI, 49504-3716, USA",1151 Oakleigh Rd NW,Grand Rapids,MI,49504-3716,USA,PK-12,https://www.adventisteducation.org/schools/ANFF72,[]
417,Grayling Elementary School,"2468 Camp Ausable Rd, Grayling, MI, 49738-6785, USA",2468 Camp Ausable Rd,Grayling,MI,49738-6785,USA,PK-08,https://www.adventisteducation.org/schools/ANFF57,[]
418,Great Lakes Adventist Academy,"7477 Academy Rd, Cedar Lake, MI, 48812, USA",7477 Academy Rd,Cedar Lake,MI,48812,USA,9-12,https://www.adventisteducation.org/schools/ANFF25,[]
419,Greater Lansing Adventist School,"5330 W St Joe Hwy, Lansing, MI, 48917-4060, USA",5330 W St Joe Hwy,Lansing,MI,48917-4060,USA,PK-10,https://www.adventisteducation.org/schools/ANFF75,[]
