School Name,Full Address,Street Address,Street Number,Street,City,County,State/Province,Zip (5-digit),Zip (full),Country,School Type,Website,Description,Latitude,Longitude,Preschool,Kindergarten,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,University/College
Springfield Seventh-day Adventist Jr Aca,"704 S Belview Ave, Springfield, MO, 65802-2818, USA",704 S Belview Ave,704,S Belview Ave,Springfield,Greene County,MO,65802,65802-2818,USA,PK-08,https://www.adventisteducation.org/schools/ANGB78,,37.200085,-93.246834,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Summit View Adventist School,"12503 State Route 7, Lees Summit, MO, 64086-9207, USA",12503 State Route 7,12503,State Hwy 7,Lees Summit,Jackson County,MO,64086,64086-9207,USA,PK-08,https://www.adventisteducation.org/schools/ANGBSZ,,38.891078,-94.264653,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Sunnydale Adventist Academy,"6818 Audrain Road 9139, Centralia, MO, 65240-5906, USA",6818 Audrain Road 9139,,Audrain Rd E,Centralia,Audrain County,MO,65240,65240-5906,USA,09-12,https://www.adventisteducation.org/schools/ANGBSU,"Sunnydale Adventist Academy seeks to provide a Christian environment where students may grow spiritually, intellectually, socially, and physically. Through Christ-centered teaching, students are encouraged to serve God.",39.200965,-92.010413,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Sunnydale SDA Elementary School,"6979 Audrain Road 9139, Centralia, MO, 65240-5909, USA",6979 Audrain Road 9139,,Audrain Rd E,Centralia,Audrain County,MO,65240,65240-5909,USA,PK-08,https://www.adventisteducation.org/schools/ANGB87,,39.200965,-92.010413,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Blodgett View Christian School,"119 Westbridge Rd, Hamilton, MT, 59840-9512, USA",119 Westbridge Rd,119,Westbridge Rd,Hamilton,Ravalli County,MT,59840,59840-9512,USA,PK-08,https://www.adventisteducation.org/schools/ANIB35,,46.247421,-114.184973,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Five Falls Christian School,"2930 Flood Rd, Great Falls, MT, 59404-3720, USA",2930 Flood Rd,2930,Flood Rd,Great Falls,Cascade County,MT,59404,59404-3720,USA,PK-08,https://www.adventisteducation.org/schools/ANIB65,"Five Falls Christian School, s Seventh-day Adventist Christian School where we are dedicated to nurturing each child’s growth as a whole person: academically, physically, spiritually, and socially.  K-8",47.476513,-111.338747,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Glacier View School,"36332 Mud Creek Ln, Ronan, MT, 59864-9291, USA",36332 Mud Creek Ln,36332,Mud Creek Ln,Ronan,Lake County,MT,59864,59864-9291,USA,PK-08,https://www.adventisteducation.org/schools/ANIB30,Glacier View School seeks to integrate Christ throughout the curriculum.,47.570334,-114.120383,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Highland View Christian School,"2504 Grand Ave, Butte, MT, 59701-5008, USA",2504 Grand Ave,2504,Grand Ave,Butte,Silver Bow County,MT,59701,59701-5008,USA,PK-08,https://www.adventisteducation.org/schools/ANIBHV,"Highland View Christian School is committed to providing a quality education, a spiritually rich environment and a lifelong love of learning.",45.999451,-112.499926,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Libby Adventist Christian School,"206 Airfield Rd, Libby, MT, 59923-8600, USA",206 Airfield Rd,206,Airfield Rd,Libby,Lincoln County,MT,59923,59923-8600,USA,PK-08,https://www.adventisteducation.org/schools/ANIB45,,48.402764,-115.532519,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Mount Ellis Academy,"3641 Bozeman Trail Rd, Bozeman, MT, 59715-6683, USA",3641 Bozeman Trail Rd,3641,Bozeman Trail Rd,Bozeman,Gallatin County,MT,59715,59715-6683,USA,09-12,https://www.adventisteducation.org/schools/ANIB2M,"At Mount Ellis Academy, our students discover, develop, and serve. We learn, laugh, play, collaborate, pray, spend time in nature, and form unbreakable bonds.",45.653769,-110.954351,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Mount Ellis Elementary,"3835 Bozeman Trail Rd, Bozeman, MT, 59715-6685, USA",3835 Bozeman Trail Rd,3835,Bozeman Trail Rd,Bozeman,Gallatin County,MT,59715,59715-6685,USA,PK-08,https://www.adventisteducation.org/schools/ANIB55,"Mount Ellis Elementary, a Seventh-Day Adventist Christian School, is dedicated to educating the full person, mind, body, and spirit.",45.652918,-110.949399,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Mountain View Christian School,"1010 Clements Rd, Missoula, MT, 59804-2912, USA",1010 Clements Rd,1010,Clements Rd,Missoula,Missoula County,MT,59804,59804-2912,USA,PK-08,https://www.adventisteducation.org/schools/ANIB50,Mountain View Christian School is dedicated to loving kids well and educating for eternity.,46.861696,-114.080379,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Teton Adventist Christian School,"701 1st St NE, Choteau, MT, 59422-9291, USA",701 1st St NE,701,1st St NE,Choteau,Teton County,MT,59422,59422-9291,USA,PK-08,https://www.adventisteducation.org/schools/ANIB25,Teton Adventist Christian School exists to educate each student to their highest level of academic achievement in a Christ-centered atmosphere. Our goal is to develop lifelong learners who will grow to love Jesus and be a blessing to their communities.,47.815718,-112.175659,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Trailhead Christian School,"3204 Broadwater Ave, Billings, MT, 59102-4416, USA",3204 Broadwater Ave,3204,Broadwater Ave,Billings,Yellowstone County,MT,59102,59102-4416,USA,PK-08,https://www.adventisteducation.org/schools/ANIB20,"Trailhead Christian School is a private elementary school serving the community of Billings, Montana.",45.776298,-108.599065,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Trout Creek Adventist School,"3020 Mt Highway 200, Trout Creek, MT, 59874-9596, USA",3020 Mt Highway 200,3020,MT-200,Trout Creek,Sanders County,MT,59874,59874-9596,USA,PK-08,https://www.adventisteducation.org/schools/ANIBTC,"It is our purpose to provide a Christ-centered academic environment where students are nourished spiritually, intellectually, socially, physically, and emotionally.",47.830052,-115.582668,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Valley Adventist Christian School,"1275 Helena Flats Rd, Kalispell, MT, 59901-6625, USA",1275 Helena Flats Rd,1275,Helena Flats Rd,Kalispell,Flathead County,MT,59901,59901-6625,USA,PK-08,https://www.adventisteducation.org/schools/ANIB75,"Valley Adventist Christian School is a Seventh-day Adventist school dedicated to academic excellence, showing children Jesus, and nurturing their love for Him and others.",48.266096,-114.253481,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Valley View Christian School,"264 Highway 200 S, Glendive, MT, 59330-9433, USA",264 Highway 200 S,264,Highway 200 S,Glendive,Dawson County,MT,59330,59330-9433,USA,PK-08,https://www.adventisteducation.org/schools/ANIBVA,The mission of Valley View Adventist Christian School is to provide a strong basic academic foundation and encourage healthy relationships with both God and man.,47.100797,-104.804236,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
College View Academy,"5240 Calvert St, Lincoln, NE, 68506-3935, USA",5240 Calvert St,5240,Calvert St,Lincoln,Lancaster County,NE,68506,68506-3935,USA,PK-12,https://www.adventisteducation.org/schools/ANGF1C,"College View Academy is a K-12 Seventh-day Adventist school located in Lincoln, Nebraska. We are a private Christian school focused on learning and love.",40.777869,-96.649141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
George Stone School (Union College),"3800 S 48th St, Lincoln, NE, 68506-4345, USA",3800 S 48th St,3800,S 48th St,Lincoln,Lancaster County,NE,68506,68506-4345,USA,PK-08,https://www.adventisteducation.org/schools/ANGFGE,George Stone School is a two-teacher elementary school focused on teacher training where students experience plenty of personalized attention from Union College teachers-in-training.,40.774575,-96.651771,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Omaha Memorial Adventist School,"840 N 72nd St, Omaha, NE, 68114-3241, USA",840 N 72nd St,840,N 72nd St,Omaha,Douglas County,NE,68114,68114-3241,USA,PK-08,https://www.adventisteducation.org/schools/ANGF64,Omaha Memorial Adventist School  is dedicated to helping students develop academic excellence in a Christian environment.,41.268036,-96.024341,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Union College,"3800 S 48th St Bldg A, Lincoln, NE, 68506-4300, USA",3800 S 48th St Bldg A,3800,S 48th St,Lincoln,Lancaster County,NE,68506,68506-4300,USA,University,https://www.adventisteducation.org/schools/ANG13L,,40.774575,-96.651771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Valley View Adventist School,"415 W 31st St, Scottsbluff, NE, 69361-4319, USA",415 W 31st St,415,W 31st St,Scottsbluff,Scotts Bluff County,NE,69361,69361-4319,USA,PK-08,https://www.adventisteducation.org/schools/ANGF92,,41.877689,-103.668393,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Fallon Adventist Christian School,"380 E Front St, Fallon, NV, 89406-3954, USA",380 E Front St,380,E Front St,Fallon,Churchill County,NV,89406,89406-3954,USA,K-08,https://www.adventisteducation.org/schools/ANPF25,,39.467513,-118.772126,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Riverview Christian Academy,"7125 W 4th St, Reno, NV, 89523-9008, USA",7125 W 4th St,7125,W 4th St,Reno,Washoe County,NV,89523,89523-9008,USA,K-08,https://www.adventisteducation.org/schools/ANPF50,"Riverview Christian Academy exists to show children Jesus, nurture their love for others, teach them to think, and empower them to serve.",39.511649,-119.873797,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Vegas Valley Adventist Academy,"6059 W Oakey Blvd, Las Vegas, NV, 89146-1252, USA",6059 W Oakey Blvd,6059,W Oakey Blvd,Las Vegas,Clark County,NV,89146,89146-1252,USA,K-10,https://www.adventisteducation.org/schools/ANPF30,VVAA's mission is to honor God by striving  for academic excellence and  character development;  and to grow positive relationships with our community and each other.,36.151646,-115.225133,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Amesbury Adventist School,"285 Main Ave, South Hampton, NH, 03827-3527, USA",285 Main Ave,285,Main Ave,South Hampton,Rockingham County,NH,03827,03827-3527,USA,PK-08,https://www.adventisteducation.org/schools/AN4M15,,42.879432,-70.952008,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Capital Christian School,"310 Sheep Davis Rd, Concord, NH, 03301-5736, USA",310 Sheep Davis Rd,310,Sheep Davis Rd,Concord,Merrimack County,NH,03301,03301-5736,USA,PK-08,https://www.adventisteducation.org/schools/AN4ICC,,43.22847,-71.475508,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Estabrook Christian School,"1050 Route 12A, Plainfield, NH, 03781, USA",1050 Route 12A,1050,State Rte 12A,Plainfield,Sullivan County,NH,03781,03781,USA,PK-08,https://www.adventisteducation.org/schools/AN4I45,,43.539253,-72.357806,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Pioneer Junior Academy,"13 Mount Gilboa Rd, Westmoreland, NH, 03467-4705, USA",13 Mount Gilboa Rd,13,Mt Gilboa Rd,Westmoreland,Cheshire County,NH,03467,03467-4705,USA,PK-08,https://www.adventisteducation.org/schools/AN4I75,"Pioneer Junior Academy, a Christian school dedicated to nurturing each child in a personal relationship with God, while developing academic excellence, and inspiring service to others for now and for eternity.",42.991643,-72.390821,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Lake Nelson Adventist Academy,"555 S Randolphville Rd, Piscataway, NJ, 08854-5036, USA",555 S Randolphville Rd,555,S Randolphville Rd,Piscataway,Middlesex County,NJ,08854,08854-5036,USA,PK-12,https://www.adventisteducation.org/schools/ANBB30,,40.541479,-74.455957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
Lake Nelson Early Learning Center,"555 S Randolphville Rd, Piscataway, NJ, 08854-5036, USA",555 S Randolphville Rd,555,S Randolphville Rd,Piscataway,Middlesex County,NJ,08854,08854-5036,USA,ECP,https://www.adventisteducation.org/schools/ANBB2H,,40.541479,-74.455957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadow View Junior Academy,"241 Bordentown Chesterfield Rd, Chesterfield, NJ, 08515-9657, USA",241 Bordentown Chesterfield Rd,241,Bordentown Chesterfield Rd,Chesterfield,Burlington County,NJ,08515,08515-9657,USA,PK-10,https://www.adventisteducation.org/schools/ANBB40,,40.125743,-74.652392,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Tranquility Adventist School,"3 Academy Ln, Andover, NJ, 07821-2402, USA",3 Academy Ln,3,Academy Ln,Andover,Sussex County,NJ,07821,07821-2402,USA,PK-08,https://www.adventisteducation.org/schools/ANBB2V,,40.950121,-74.792276,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Tranquility Preschool,"3 Academy Ln, Andover, NJ, 07821-2402, USA",3 Academy Ln,3,Academy Ln,Andover,Sussex County,NJ,07821,07821-2402,USA,ECP,https://www.adventisteducation.org/schools/ANBB2L,,40.950121,-74.792276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trinity Temple Academy,"1500 Maple Ave, Hillside, NJ, 07205-1526, USA",1500 Maple Ave,1500,Maple Ave,Hillside,Union County,NJ,07205,07205-1526,USA,PK-08,https://www.adventisteducation.org/schools/ANB460,,40.701888,-74.22153,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Vine Haven Adventist School,"1155 E Landis Ave, Vineland, NJ, 08360-4220, USA",1155 E Landis Ave,1155,E Landis Ave,Vineland,Cumberland County,NJ,08360,08360-4220,USA,PK-08,https://www.adventisteducation.org/schools/ANBBVR,,39.484419,-75.002189,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Waldwick Adventist School,"70 Wyckoff Ave, Waldwick, NJ, 07463-1769, USA",70 Wyckoff Ave,70,Wyckoff Ave,Waldwick,Bergen County,NJ,07463,07463-1769,USA,PK-10,https://www.adventisteducation.org/schools/ANBB55,"Waldwick Adventist School is dedicated to nurture life-long learning in its students by promoting academic excellence in teaching students to serve God and man, now and for eternity.",41.008419,-74.12586,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
Waldwick Preschool,"70 Wyckoff Ave, Waldwick, NJ, 07463-1769, USA",70 Wyckoff Ave,70,Wyckoff Ave,Waldwick,Bergen County,NJ,07463,07463-1769,USA,ECP,https://www.adventisteducation.org/schools/ANBB2K,,41.008419,-74.12586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilbert F. May Preschool,"405 Englewood Ave, Teaneck, NJ, 07666-6039, USA",405 Englewood Ave,405,Englewood Ave,Teaneck,Bergen County,NJ,07666,07666-6039,USA,ECP,https://www.adventisteducation.org/schools/ANB42I,,40.899326,-73.992623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilbert F. Mays Adventist School,"405 Englewood Ave, Teaneck, NJ, 07666-6039, USA",405 Englewood Ave,405,Englewood Ave,Teaneck,Bergen County,NJ,07666,07666-6039,USA,PK-08,https://www.adventisteducation.org/schools/ANB4WI,,40.899326,-73.992623,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Canyon Christian Academy,"1000 S Canyon Rd, Alamogordo, NM, 88310-3614, USA",1000 S Canyon Rd,1000,S Canyon Rd,Alamogordo,Otero County,NM,88310,88310-3614,USA,PK-08,https://www.adventisteducation.org/schools/ANWI24,Canyon Christian Academy is committed to providing a Christ-centered education that nurtures the individuality of the student within a climate of academic excellence.,32.880416,-105.935683,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Canyon Christian Preschool,"1000 S Canyon Rd, Alamogordo, NM, 88310-3614, USA",1000 S Canyon Rd,1000,S Canyon Rd,Alamogordo,Otero County,NM,88310,88310-3614,USA,ECP,https://www.adventisteducation.org/schools/ANWI26,,32.880416,-105.935683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crestview SDA Academy,"6000 Ouray Rd NW, Albuquerque, NM, 87120-1382, USA",6000 Ouray Rd NW,6000,Ouray Rd NW,Albuquerque,Bernalillo County,NM,87120,87120-1382,USA,PK-08,https://www.adventisteducation.org/schools/ANWI1F,,35.110927,-106.707934,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Crestview SDA Preschool,"6000 Ouray Rd NW, Albuquerque, NM, 87120-1382, USA",6000 Ouray Rd NW,6000,Ouray Rd NW,Albuquerque,Bernalillo County,NM,87120,87120-1382,USA,ECP,https://www.adventisteducation.org/schools/ANWI2A,,35.110927,-106.707934,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmington Discover Christian School,"5509 Sagebrush St, Farmington, NM, 87402-4851, USA",5509 Sagebrush St,5509,Sagebrush St,Farmington,San Juan County,NM,87402,87402-4851,USA,PK-08,https://www.adventisteducation.org/schools/ANGM51,,36.774485,-108.140975,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Sandia View Academy,"65 Sandia View Ln, Corrales, NM, 87048-8718, USA",65 Sandia View Ln,65,Sandia View Ln,Corrales,Sandoval County,NM,87048,87048-8718,USA,09-12,https://www.adventisteducation.org/schools/ANWISD,,35.24652,-106.605599,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Sandia View Christian Preschool,"24 Academy Dr, Corrales, NM, 87048-8730, USA",24 Academy Dr,24,Academy Dr,Corrales,Sandoval County,NM,87048,87048-8730,USA,ECP,https://www.adventisteducation.org/schools/ANWI23,,35.247082,-106.604554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandia View Christian School,"24 Academy Dr, Corrales, NM, 87048-8730, USA",24 Academy Dr,24,Academy Dr,Corrales,Sandoval County,NM,87048,87048-8730,USA,PK-08,https://www.adventisteducation.org/schools/ANWISA,,35.247082,-106.604554,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bethesda SDA Junior Academy,"76 Parkway Ave, Amityville, NY, 11701-1312, USA",76 Parkway Ave,76,Parkway Ave,Amityville,Suffolk County,NY,11701,11701-1312,USA,PK-08,https://www.adventisteducation.org/schools/AN4F25,NAA Long Island is committed to providing individual and quality education in a Christ-filled environment.,40.707037,-73.416622,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bronx-Manhattan SDA School,"1440 Plimpton Ave, Bronx, NY, 10452-1711, USA",1440 Plimpton Ave,1440,Plimpton Ave,Bronx,Bronx County,NY,10452,10452-1711,USA,PK-08,https://www.adventisteducation.org/schools/AN4815,,40.843854,-73.921995,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Brooklyn Seventh-day Adventist Preschool,"1260 Ocean Ave, Brooklyn, NY, 11230-7401, USA",1260 Ocean Ave,1260,Ocean Ave,Brooklyn,Kings County,NY,11230,11230-7401,USA,ECP,https://www.adventisteducation.org/schools/AN4834,,40.631469,-73.957696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brooklyn Seventh-day Adventist School,"1260 Ocean Ave, Brooklyn, NY, 11230-7401, USA",1260 Ocean Ave,1260,Ocean Ave,Brooklyn,Kings County,NY,11230,11230-7401,USA,PK-08,https://www.adventisteducation.org/schools/AN4820,,40.631469,-73.957696,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Buffalo Suburban Christian Academy,"5580 Genesee St, Lancaster, NY, 14086-9790, USA",5580 Genesee St,5580,Genesee St,Lancaster,Erie County,NY,14086,14086-9790,USA,PK-08,https://www.adventisteducation.org/schools/AN4BBU,"Buffalo Suburban Christian Academy is a Seventh-Day Adventist Christian school. We are small, and intimate, and are dedicated to nurturing a relationship with God.",42.946499,-78.660411,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Flatbush SDA School,"5810 Snyder Ave, Brooklyn, NY, 11203-4816, USA",5810 Snyder Ave,5810,Snyder Ave,Brooklyn,Kings County,NY,11203,11203-4816,USA,PK-08,https://www.adventisteducation.org/schools/AN4F50,NAA Brooklyn PK-8 is an elementary institution whose philosophy of Christian Education is rooted in the Scriptures and is predicated on the belief that each student is unique and of inestimable value.,40.650478,-73.922073,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Fox Den at PJA EPC,"412 S Avery Ave, Syracuse, NY, 13219-2617, USA",412 S Avery Ave,412,S Avery Ave,Syracuse,Onondaga County,NY,13219,13219-2617,USA,ECP,https://www.adventisteducation.org/schools/AN4B23,,43.041366,-76.190465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater New York Academy,"4132 58th St, Woodside, NY, 11377-4749, USA",4132 58th St,41-32,58th St,Woodside,Queens County,NY,11377,11377-4749,USA,09-12,https://www.adventisteducation.org/schools/AN4821,,40.743693,-73.907171,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
Hanson Place SDA School,"38 Lafayette Ave, Brooklyn, NY, 11217-1430, USA",38 Lafayette Ave,38,Lafayette Ave,Brooklyn,Kings County,NY,11217,11217-1430,USA,PK-08,https://www.adventisteducation.org/schools/AN4F55,,40.686792,-73.977118,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Hanson Place SDA School ECP,"38 Lafayette Ave, Brooklyn, NY, 11217-1430, USA",38 Lafayette Ave,38,Lafayette Ave,Brooklyn,Kings County,NY,11217,11217-1430,USA,ECP,https://www.adventisteducation.org/schools/AN4F2N,,40.686792,-73.977118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson Heights SDA Preschool,"7225 Woodside Ave, Woodside, NY, 11377-3940, USA",7225 Woodside Ave,72-25,Woodside Ave,Woodside,Queens County,NY,11377,11377-3940,USA,ECP,https://www.adventisteducation.org/schools/AN4837,,40.743112,-73.891784,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
